"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"19","07","SFRV","07272019","","","","","19","07","SFRV","07272019","","","19","07","27","2","0","PM","13","0","0","0","0","","MIAMI-DADE","1025.4","12","85","2","3","000","","P678","2","0","3","Y","1","4","5.7","1","SFRV","000517","001","Y","","","000","","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","79800","H704","","0","0","0","0","H704","1","4","000","79800","","12C086","0","000000","0","1","0","1","0","","","","","1","3","","6","","","","603","","2019","0","0","0","0","0","0","MIAMI-DADE","086","","","","Y","CWR","000-000-000","TRAIN CREW AND TRAIN DISPATCHER WERE ALLEGEDLY FOUND TO BE IN NON-COMPLIANCE WITH OPERATING RULES TH","AT RESULTED IN A RUN-THROUGH MAIN TRACK SWITCH IN MIAMI. THE DISPATCHER DID NOT INSTRUCT THE CREW OF","P678 TO TAKE THE DUAL CONTROL SWITCHES OF THEIR ROUTE AT CP HARDY IN HAND AFTER TAKING THEM PAST A","STOP SIGNAL, AND THE ENGINEER DID NOT STOP SHORT OF A MISALIGNED MAIN TRACK SWITCH WITHIN CP HARDY W","HILE MOVING AT RESTRICTED SPEED, RESULTING IN THE TRAIN RUNNING THROUGH THE MAIN TRACK SWITCH. NO IN","JURIES WERE SUSTAINED AND A THOROUGH INVESTIGATION CONCLUDED THAT THIS WAS NOT A HUMAN FACTOR INCIDE","NT.","","","","","","","","","","25.552745","-80.113763","1","1","","","","SOUTHFLRAILCORRIDOR",
"19","03","CSX","000182040","","","","","19","03","CSX","000182040","","","19","03","29","3","10","PM","01","0","0","0","0","","MULBERRY","0866.0","12","78","2","1","003","R","O730","1","390","1","Y","M01","X","0000.0","2","FURX","815348","071","Y","","","000","N","3","0","0","0","0","0","0","0","0","0","74","0","0","0","0","4","0","0","0","0","23173","4074","M204","","0","0","0","0","M204","2","X","003","27247","","12C105","0","000000","0","1","0","1","0","07","10","07","10","1","3","","1","","","","266","","2019","0","0","0","0","0","0","POLK","105","","","","N","OTH","000-000-000","WHILE TRAVERSING A TURNOUT, THE 71ST CAR (FURX 815348) OF TRAIN O73029 DERAILED DUE TO BEING IMPROPE","RLY LOADED. THIS RESULTED IN THE 3 ADDITIONAL TRAILING CARS BEING DERAILED. LOAD ENGINEERING GROUP I","NVESTIGATED AND DOCUMENTED THE IMPROPERLY LOADED CAR WITH SHIPPER.","","","","","","","","","","","","","0","27.898949","-81.976599","2","5","","","","BONE VALLEY",
"19","06","IC","1001622","19","06","NS","134294","19","06","NS","134294","","","19","06","11","11","30","AM","04","3","3","0","0","","MOBILE","0.50","01","86","2","1","007","E","RCL9","2","0","7","Y","TR BEAUMONT 2.00 01","1","6.53","2","GTW","005824","002","","","","000","","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","18000","0","H306","","0","0","0","0","H306","2","1","009","275500","","01C097","0","000000","0","1","0","1","1","05","","05","","1","3","","6","","","","190","","2019","0","0","0","0","0","0","MOBILE","097","00","00","","N","OTH","000-000-000","CN BELT PACK SIDE SWIPED NS TRAIN A94A4-11 IN YARD LIMITS, NS TRAIN DERAILED 4 LOADED ASPHALT CARS.","3 DERAILED ON THEIR SIDE AND 1 DERAILED UPRIGHT. NO LEAKS, EXPOSURES OR INJURIES REPORTED.","","","","","","","","","","","","","","1","30.705118","-88.046481","2","5","","","","BEAUMONT",
"19","03","BNSF","CA0319116","","","","","19","03","BNSF","CA0319116","","","19","03","30","12","55","AM","01","10","0","0","0","","BUENA PARK","160.2","06","60","4","1","010","R","HLAC","3","4279","1","Y","6801","1","","2","IBT","019215","083","N","","","000","","6","0","0","0","0","0","0","0","0","0","2","0","110","0","0","0","0","1","0","0","0","47000","T102","","0","0","0","0","T102","2","1","010","47000","","06C059","0","000000","0","1","0","1","0","06","55","06","55","1","7","","1","","","","141","","2019","0","0","0","0","0","0","ORANGE","059","","","","N","OTH","000-000-000","H-LACBAR1-29 DERAILED 1 RAILCAR WHILE TRAVERSING YARD TRACK 6801 DUE TO CROSS LEVEL OF TRACK IRREGUL","AR. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","33.882249","-118.002139","2","5","K","","","SAN BERNARDINO",
"19","03","BNSF","CA0319203","","","","","19","03","BNSF","CA0319203","","028315K","19","03","13","9","0","AM","07","0","0","0","0","","POND","921.5","06","49","2","1","050","R","QSTO","3","7271","1","Y","SINGLE MAIN TRACK","4","58.33","1","BNSF","004210","001","","","","000","","3","0","0","0","2","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","10000","43795","M302","","0","0","0","0","M302","1","4","050","53795","","06C029","0","000000","0","1","0","1","0","08","15","08","15","1","7","","1","","","","171","","2019","0","0","0","0","0","0","KERN","029","","","","N","CWR","000-000-000","SEMI TRACTOR HIGH CENTERED CATTLE TRAILER ON TRACKS AND WAS STRUCK BY Q-STOCHI-13I, WHICH RESULTED I","N DAMAGES TO TRACK AND EQUIPMENT. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","35.717691","-119.330732","1","1","Q","","","BAKERSFIELD",
"19","03","PCMZ","20190305C","","","","","19","03","PCMZ","20190305C","","","19","03","05","8","54","PM","09","0","0","0","0","","SANTA CLARA","42.8","06","59","3","1","070","E","195","1","0","C","Y","MT-1","4","18.1","1","JPBX","004001","001","Y","","","000","","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","16452","0","T499","","0","0","0","0","T499","1","4","070","16452","","06C085","0","000000","0","1","0","2","0","03","41","03","41","1","7","","6","","","","318","","2019","0","0","0","0","0","0","SANTA CLARA","085","","","","Y","CWR","000-000-000","TRAIN 195 REPORTED STRIKING WIRES ACROSS TRACK AT APPROXIMATELY MP 42.8 (NORTH OF CP DE LA CRUZ). AF","TER STRIKING THE COMMUNICATION LINES, THE TRAIN PULLED THE DOWNED POLE BACK INTO CONTACT WITH TRAIN","WHICH STRUCK HEAD CAR 4001. WINDOW WAS KNOCKED OUT OF STRIPPING AND LARGE DENT TO CAR OCCURRED AFTER","CONTACT WAS MADE.","","","","","","","","","","","","0","37.363395","-121.959176","1","1","Q","","","CALTRAIN",
"19","02","CSX","000181455","","","","","19","02","CSX","000181455","","","19","02","18","4","8","PM","01","6","0","0","0","","WILDWOOD","0761.0","12","87","3","1","002","E","Q453","2","11529","1","Y","YARD LEAD","1","0000.0","2","CTTX","692529","035","Y","","","000","","2","0","0","0","0","0","0","0","0","0","105","0","24","0","0","6","0","0","0","0","16439","2235","M503","","0","0","0","0","M503","2","1","002","18674","","12C119","0","000000","0","1","0","1","0","05","21","05","21","1","3","","1","","","","111","","2019","0","0","0","0","0","0","SUMTER","119","","","","N","CWR","000-000-000","IT WAS DETERMINED THAT THE E02/03 SWITCH WAS TAMPERED CAUSING LINES 35 - 40 TO DERAIL ON THE NORTH Y","ARD LADDER.","","","","","","","","","","","","","","0","28.868075","-82.03905","1","5","","","","WILDWOOD",
"19","04","CSX","000182304","19","04","ATK","158456","19","04","CSX","000182304","","621029M","19","04","11","2","58","PM","07","0","0","0","0","","SEVILLE","0727.2","12","77","2","1","000","","P098","2","0","","","SEVILLE SIDING","4","0000.0","3","","","000","","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","M302","","0","0","0","0","M302","1","4","078","15047","","12C127","0","000000","0","0","0","0","0","","","","","2","3","","1","","","","46","","2019","0","0","0","0","0","0","VOLUSIA","127","","","","N","CWR","000-000-000","AMTRAK P09811 STRUCK SEMI AT PRIVATE CROSSING.","","","","","","","","","","","","","","","","29.305552","-81.488008","2","5","","","","SANFORD",
"19","06","BNSF","CA0619102","19","06","UP","0619LA005","19","06","BNSF","CA0619102","","","19","06","05","10","44","PM","01","0","0","0","0","","SAN BERNARDINO","58.0","06","65","4","1","000","","","4","0","","","MAIN 2 TRACK","2","79.95","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","M405","","0","0","0","0","M405","1","4","000","30168","","06C071","0","000000","0","0","0","0","0","","","","","1","7","","1","","","","212","","2019","0","0","0","0","0","0","SAN BERNARDINO","071","","","","","CWR","","FOREIGN UPRR TRAIN F-MNPWC02-02M DERAILED 1 RAILCAR WHILE TRAVERSING MAIN 2 TRACK. UPRR DETERMINED T","HAT INTERACTION OF LATERAL AND VERTICAL FORCES RESULTED IN THE DERAILMENT. NO HAZARDOUS MATERIALS WE","RE RELEASED.","","","","","","","","","","","","","","34.327738","-117.486272","1","1","Q","","","CAJON",
"19","02","ATK","157619","","","","","19","02","UP","0219ST037","","","19","02","13","2","34","PM","09","0","0","0","0","","GOLETA","0355.1","06","59","2","3","068","E","763","1","0","2","Y","SINGLE MAIN","4","","1","CDTX","002110","001","","","","000","","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","43311","0","M404","","0","0","0","0","M404","1","4","068","43311","","06C083","0","000000","0","1","0","2","0","06","13","06","13","1","7","","6","","","","115","","2019","0","0","0","0","0","0","SANTA BARBARA","083","","","","Y","OTH","","TRAIN 763 WAS DELAYED AFTER STRIKING A TREE THAT FELL ACROSS THE TRACKS FOULING THE TRAIN RIGHT OF W","AY AT MP 355.1.","","","","","","","","","","","","","","0","34.431734","-119.895643","2","2","P","","","SANTA BARBARA",
"19","02","ATK","157639","","","","","19","02","BNSF","CA0219109","","","19","02","14","8","20","PM","09","0","0","0","0","","RIVERBANK","1097.5","06","51","4","2","075","R","718","3","0","B","Y","MAIN 2","4","","1","CDTX","006961","001","Y","","","000","","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","60157","0","M402","","0","0","0","0","M402","1","4","075","60157","","06C099","0","000000","0","1","0","1","1","03","45","03","45","1","7","","6","","","","134","","2019","0","0","0","0","0","0","STANISLAUS","099","","","","Y","CWR","","TRAIN 718 OPERATING WITH CAB CAR 6961 IN THE LEAD, 3 CARS AND LOCOMOTIVE CDTX 2102 TRAILING STRUCK A","N UNOCCUPIED VEHICLE AT MP 1097.3.","","","","","","","","","","","","","","0","37.745716","-120.943451","1","1","Q","","","STOCKTON",
"19","02","UP","0219NC002","","","","","19","02","UP","0219NC002","","","19","02","05","3","35","AM","01","0","0","0","0","","STOCKTON","92.0","06","41","4","2","009","R","YST6","4","2069","7","Y","YARD 201","1","","2","TILX","048374","012","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","83","0","0","0","0","6","0","0","80612","59264","H704","","0","0","0","0","H704","2","1","009","139876","","06C077","0","000000","0","1","0","1","1","05","05","05","05","1","7","","1","","","","121","","2019","0","0","0","0","0","0","SAN JOAQUIN","077","","","","N","OTH","000-000-000","YST62-04 DERAILED 6 RAILCARS AT THE 201 SWTITCH WHILE YARDING TRAIN.  SWITCH WAS PREVIOUSLY RAN THRO","UGN BY THE CSKPF9-01.","","","","","","","","","","","","","","0","37.930337","-121.27373","2","5","K","","","OAKLAND SUB",
"19","02","UP","0219NC060","","","","","19","02","UP","0219NC060","","","19","02","27","8","40","AM","01","0","0","0","0","","SODA SPRINGS","189.9","06","31","2","2","010","E","3WTK","3","25","4","Y","MAIN LINE 1","3","18.5","1","UP","000605","002","","","","000","","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","250","39162","M101","","0","0","0","0","M101","1","3","010","39412","","06C057","0","000000","0","1","0","1","1","09","10","09","10","1","7","","1","","","","138","","2019","0","0","0","0","0","0","NEVADA","057","","","","N","CWR","000-000-000","3WTKTKF-26, SECOND LOCOMOTIVE UP605, HAD ONE AXLE LIFTED OFF OF THE RAIL IN PROCESS OF FLANGING IN H","EAVY SNOW CONDITIONS DUE TO SNOW PACK.","","","","","","","","","","","","","","0","39.322467","-120.380621","1","1","Q","","","ROSEVILLE SUB",
"19","02","UP","0219NC063","","","","","19","02","XCCC","INDUSTRY","","","19","02","28","11","0","AM","01","0","0","0","0","","TRACY","81.11","06","52","2","2","006","E","LRS4","3","484","7","Y","INDUSTRY 840","X","","4","HLTX","006204","005","Y","","","000","","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","11879","20000","T205","","0","0","0","0","T205","4","X","006","31879","","06C077","0","000000","0","2","0","0","0","06","","","","1","7","","1","","","","247","","2019","0","0","0","0","0","0","SAN JOAQUIN","077","","","","N","OTH","000-000-000","WHILE PULLING OUT OF CONSOLIDATED CONTAINERS CUSTOMER FACILITY, THE LRS45R-28 HAD 3 CARS FALL BETWEE","N THE GAGE OF THE RAIL RESULTING IN 3 CARS DERAILED.  CAUSE WAS FOUND TO BE CUSTOMER TRACK WIDE GAGE","DUE TO TIE CONDTION.  INDUSTRY MAINTAINS TRACK","","","","","","","","","","","","","3","37.715865","-121.425354","2","5","","","","TRACY SUB",
"19","06","KO","IN190610","","","","","19","06","KO","IN190610","","","19","06","10","3","0","AM","01","0","0","0","0","","HUTCHINSON","MP 533","20","60","4","1","007","E","KORR","3","15645","1","Y","MAINLINE","1","662701","2","UP","002238","001","Y","","","000","","3","0","0","0","0","2","0","0","0","0","110","0","0","0","0","11","0","0","0","0","65000","34000","T221","","0","0","0","0","T221","2","1","007","99000","","20C155","0","000000","0","1","0","1","0","09","","09","","1","6","","3","","","","133","","2019","0","0","0","0","0","0","RENO","155","","","","N","OTH","000-000-000","LOADED GRAIN TRAIN, CONDUCTOR WALKED TRAIN AND FOUND TWO LOCOMOTIVES DERAILED ALONG WITH 11 CARS DUE","TO VERTICLE SPLIT HEAD IN TRACK.","","","","","","","","","","","","","","0","38.048799","-97.947174","2","5","","","","SYSTEM",
"19","06","ATK","159634","","","","","19","06","UP","0619LA039","","","19","06","19","6","40","PM","09","0","0","0","0","","GOLETA","0362.8","06","68","2","2","068","R","768","2","0","B","Y","1 TRACK","4","","1","AMT","006952","001","Y","","","000","","0","0","0","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","12025","0","M404","","0","0","0","0","M404","1","4","068","12388","","06C083","0","000000","0","1","0","2","0","01","06","01","06","1","7","","6","","","","223","","2019","0","0","0","0","0","0","SANTA BARBARA","083","","","","Y","CWR","","TREE STRIKE:  TRAIN 768 OPERATING WITH CAB CAR/6952 IN THE LEAD, 6 CARS AND LOCOMOTIVE E/C2119 IN PU","SH MODE STRUCK A FALLEN TREE AT MP 362.8.  THERE WERE NO INJURIES TO REPORT.  SUBSTANTIAL DAMAGE WAS","FOUND ON CAB CAR/6972.","","","","","","","","","","","","","0","34.439024","-119.762278","1","1","J","Q","","SANTA BARBARA",
"19","02","UP","0219ST024","","","","","19","02","UP","0219ST024","","","19","02","15","6","55","PM","01","0","0","0","0","","BLOOMINGTON","535.5","06","53","3","3","007","E","YWC3","3","1005","7","Y","YARD 049","1","","2","MCEX","350713","004","Y","","","000","","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","2207","30570","M105","","0","0","0","0","M105","2","1","007","32777","","06C071","0","000000","0","2","0","0","0","04","25","","","1","7","","1","","","","308","","2019","0","0","0","0","0","0","SAN BERNARDINO","071","00","00","","N","OTH","000-000-000","THE YWC34R-15 WAS BUILDING THE MWCRVB-15 AT THE TRIM WHEN THEY STARTED SHOVING 5 CARS AND THREE LOCO","MOTIVES INTO TRACK 49.  WHEN THEY GOT TO THE 50/51 SWITCH, WHICH WAS A FACING POINT MOVE, THE FIRST","CAR WENT BETWEEN BOTH GAPS CAUSING THREE CARS TO DERAIL.  CAUSE WAS DUE TO WIND PUSHING CAR OUT OF T","HE BOWL.","","","","","","","","","","","","3","34.06567","-117.3831","2","5","K","","","ALHAMBRA SUB",
"19","04","BNSF","CA0419108","","","","","19","04","BNSF","CA0419108","","","19","04","27","5","15","PM","01","0","0","0","0","","STOCKTON","1113.4","06","70","3","1","018","R","ZWSP","3","4325","1","Y","306","2","","2","TTAX","553757","031","Y","","","000","","3","0","0","0","0","0","0","0","0","0","71","0","0","0","0","1","0","0","0","0","12534","0","H307","H303","0","0","0","0","H307","2","2","018","12534","","06C077","0","000000","0","1","0","1","0","10","15","10","15","1","7","","1","","","","166","","2019","0","0","0","0","0","0","SAN JOAQUIN","077","","","","N","OTH","000-000-000","Z-WSPNBY8-25 DERAILED 1 RAILCAR WHILE SHOVING YARD TRACK 306 DUE TO FAILURE TO CONTROL SHOVE MOVE IN","TURN RUNNING OVER A DERAIL. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","37.900428","-121.166733","2","5","K","","","STOCKTON",
"19","07","UP","0719LA020","","","","","19","07","UP","0719LA020","","","19","07","28","1","2","AM","01","0","0","0","0","","LONG BEACH","2.56","06","71","4","1","004","E","ISIL","3","4892","1","Y","YARD 905","1","","2","UP","006242","002","","","","000","","4","0","0","0","0","2","0","0","0","0","93","0","0","0","0","0","0","0","0","0","124743","4588","M501","","0","0","0","0","M501","2","1","004","129331","","06C037","0","000000","0","1","0","1","0","08","02","08","02","1","7","","1","","","","474","","2019","0","0","0","0","0","0","LOS ANGELES","037","00","00","","N","OTH","000-000-000","TRAIN ISILBX-26 TRAVELED WEST DOWN 906 ONTO THE YARD LEAD AND THEN SHOVED 22 CARS EAST UP TRACK 908.","LEAD TRUCK ON 2ND LOCOMOTIVE AND TRAILING TRUCKS ON 1ST LOCOMOTIVE IN CONSIST DERAILED ON SWITCH. 2","1 CARS AND 2.5 LOCOMOTIVES TRAVERSED THE 905 SWITCH BEFORE LEAD UNITS DERAILED. SWITCH WAS NOT RAN T","HROUGH AND SHOWED TO BE LINED FOR MOVEMENT THROUGH TIR. THIS IS A HIGH TRANSIENT AREA AND IT'S BELIE","VED THE SWITCH WAS THROWN BY A TRESPASSER, BUT THERE IS NO VIDEO EVIDENCE.","","","","","","","","","","","0","33.835631","-118.224894","2","5","K","","","DOLORES IND LD",
"19","05","UP","0519LA007","","","","","19","05","UP","0519LA007","","","19","05","25","3","25","PM","11","0","0","0","0","","DAGGETT","163.3","06","79","2","1","010","E","CSKT","4","13585","1","Y","MAIN LINE 1","6","24.5","1","UP","008327","099","","UP","008327","099","","2","0","0","2","0","0","0","0","0","0","95","0","0","0","0","0","0","0","0","0","281641","0","E73L","","0","0","0","0","E73L","1","6","010","281641","","06C071","0","000000","0","1","0","1","0","09","25","09","25","1","7","","1","","","","132","","2019","0","0","0","0","0","0","SAN BERNARDINO","071","","","","N","CWR","000-000-000","AS THE CSKTR-23 ARRIVED AT YERMO YARD, IT WSA DISCOVERED THE REAR DPU UP8327 WAS SMOKING AND ON FIRE",". NO DERAILMENT OR TRACK DAMAGE.","","","","","","","","","","","","","","0","34.90282","-116.823555","1","1","J","","","CIMA SUB",
"19","06","UP","0619LA039","19","06","ATK","159634","19","06","UP","0619LA039","","","19","06","19","6","40","PM","09","0","0","0","0","","SANTA BARBARA","362.8","06","68","3","2","000","","","4","0","","","SINGLE MAIN TRACK","4","1.6","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","363","M404","","0","0","0","0","M404","1","4","068","12388","","06C083","0","000000","0","0","0","0","0","","","","","2","7","","1","","","","165","","2019","0","0","0","0","0","0","SANTA BARBARA","083","","","","","CWR","000-000-000","AMTRAK TRAIN 768 OPERATING WITH CAB CAR 6952 IN THE LEAD, 6 CARS AND LOCOMOTIVE E/C2119 IN PUSH MODE","STRUCK A FALLEN TREE AT MP362.8.  ATK EQUIPMENT DAMAGE = $12,025","","","","","","","","","","","","","","","34.439024","-119.762278","1","1","Q","","","SANTA BARBARA SUB",
"19","01","PHL","201901111","","","","","19","01","PHL","201901111","","","19","01","11","4","10","AM","01","0","0","0","0","","LOS ANGELES","19.3","06","49","4","4","009","R","YPBN","4","3826","1","Y","TICTF THROAT","1","","2","BNSF","270621","006","Y","","","000","","2","0","0","0","0","0","0","0","0","0","59","0","0","0","0","6","0","0","0","0","85000","81883","T111","","0","0","0","0","T111","2","1","009","166883","","06C037","0","000000","0","1","0","1","0","10","10","10","10","1","7","","3","","","","366","","2019","0","0","0","0","0","0","LOS ANGELES","037","00","00","","N","CWR","000-000-000","CREW SHOVED THROUGH TRACK #7 IN THE SUPPORT YARD TO TRACK #7 IN THE LOADING YARD, THEY FILLED TRACK","#6 IN THE LOADING YARD. THEY PULLED EAST TO CLEAR THE SWITCH LEADING INTO TRACKS 7 AND 8, THE SWITCH","WAS LINED INTO TRACK #8. THE TRAIN DERAILED IN MIDDLE OF TRAIN IN THE THROAT AREA OF THE YARD AFTER","SHOVING 35 CARS INTO TRACK #8. DERAILED 4 CARS DUE TO WIDE GAUGE.","","","","","","","","","","","","0","33.755132","-118.253573","2","5","K","","","ALAMEDA",
